ClinVar_ID,Position,distance_to_enhancer,distance_to_ctcf,conservation_score,cadd_score,log_distance_to_enhancer,log_distance_to_ctcf,within_1kb_enhancer,within_5kb_enhancer,label,archcode_ssim,vep_score
VCV002713508,5226472,204,21493,0.4,0.4,5.3230099791384085,9.9755291054011,1,1,0,1.0,0.15
VCV002709663,5226334,66,21355,1.3,1.3,4.204692619390966,9.969088009620076,1,1,0,1.0,0.15
VCV002708823,5226517,249,21538,0.5,0.5,5.521460917862246,9.977620524377356,1,1,0,1.0,0.15
VCV002707027,5226244,24,21265,3.6,3.6,3.2188758248682006,9.964864832211031,1,1,0,1.0,0.1
VCV002706270,5225902,366,20923,3.3,3.3,5.905361848054571,9.948652104490503,1,1,0,1.0,0.1
VCV002705593,5225925,343,20946,0.9,0.9,5.840641657373398,9.949750717005767,1,1,0,1.0,0.1
VCV002704864,5225875,393,20896,7.4,7.4,5.976350909297934,9.947360886980098,1,1,0,1.0,0.1
VCV002704522,5225828,440,20849,0.4,0.4,6.089044875446846,9.945109227226947,1,1,0,1.0,0.1
VCV002704284,5226540,272,21561,1.8,1.8,5.60947179518496,9.978687785099064,1,1,0,1.0,0.15
VCV002702918,5225813,455,20834,3.5,3.5,6.1224928095143865,9.944389543856554,1,1,0,1.0,0.1
VCV002702236,5226035,233,21056,0.5,0.5,5.455321115357702,9.954988325398531,1,1,0,1.0,0.1
VCV002700062,5225764,504,20785,,,6.22455842927536,9.942034962148368,1,1,0,1.0,0.1
VCV002698601,5226102,166,21123,2.3,2.3,5.117993812416755,9.958165113826825,1,1,0,1.0,0.1
VCV002697598,5226143,125,21164,0.4,0.4,4.836281906951478,9.960104152955024,1,1,0,1.0,0.1
VCV002697109,5226321,53,21342,0.3,0.3,3.9889840465642745,9.968479096043568,1,1,0,1.0,0.15
VCV002696165,5226467,199,21488,0.1,0.1,5.298317366548036,9.97529645528256,1,1,0,1.0,0.15
VCV002696164,5226465,197,21486,,,5.288267030694535,9.975203380077728,1,1,0,1.0,0.15
VCV002694305,5226317,49,21338,,,3.912023005428146,9.968291663401624,1,1,0,1.0,0.15
VCV002577313,5226616,348,21637,5.8,5.8,5.855071922202427,9.98220630724752,1,1,0,1.0,0.05
VCV002573435,5227010,742,22031,6.2,6.2,6.610696044717759,10.000251220968437,1,1,0,1.0,0.05
VCV002501083,5225670,598,20691,3.6,3.6,6.395261598115449,9.937502431123406,1,1,0,1.0,0.05
VCV002421180,5226268,0,21289,0.4,0.4,0.0,9.965992757887525,1,1,0,1.0,0.15
VCV002192067,5226289,21,21310,0.9,0.9,3.091042453358316,9.966978650317326,1,1,0,1.0,0.15
VCV002159789,5226364,96,21385,,,4.574710978503383,9.970491781316602,1,1,0,1.0,0.15
VCV002157541,5226533,265,21554,4.0,4.0,5.583496308781699,9.978363087181235,1,1,0,1.0,0.15
VCV002135493,5226370,102,21391,1.5,1.5,4.634728988229636,9.970772299341725,1,1,0,1.0,0.15
VCV002134390,5225845,423,20866,1.2,1.2,6.049733455231958,9.945924242733385,1,1,0,1.0,0.1
VCV002134337,5226413,145,21434,4.8,4.8,4.983606621708336,9.972780379032077,1,1,0,1.0,0.15
VCV002133999,5225804,464,20825,0.2,0.2,6.142037405587356,9.943957485089841,1,1,0,1.0,0.1
VCV002133380,5226272,4,21293,1.6,1.6,1.6094379124341003,9.966180621874551,1,1,0,1.0,0.15
VCV002131711,5226034,234,21055,0.7,0.7,5.459585514144159,9.954940834125043,1,1,0,1.0,0.1
VCV002131064,5225942,326,20963,0.2,0.2,5.7899601708972535,9.950561959922057,1,1,0,1.0,0.1
VCV002130510,5226532,264,21553,0.0,0.0,5.579729825986222,9.978316693156778,1,1,0,1.0,0.15
VCV002129208,5226202,66,21223,1.1,1.1,4.204692619390966,9.962887895817575,1,1,0,1.0,0.1
VCV002126175,5226226,42,21247,1.2,1.2,3.7612001156935624,9.96401805227616,1,1,0,1.0,0.1
VCV002124799,5226246,22,21267,0.6,0.6,3.1354942159291497,9.964958874624228,1,1,0,1.0,0.1
VCV002124508,5226311,43,21332,1.9,1.9,3.784189633918261,9.968010448551627,1,1,0,1.0,0.15
VCV002121900,5226119,149,21140,1.1,1.1,5.0106352940962555,9.958969561995133,1,1,0,1.0,0.1
VCV002119846,5225857,411,20878,3.6,3.6,6.021023349349527,9.946499148129375,1,1,0,1.0,0.1
VCV002116902,5226261,7,21282,0.7,0.7,2.0794415416798357,9.965663910962803,1,1,0,1.0,0.1
VCV002115831,5226865,597,21886,1.6,1.6,6.393590753950631,9.993648132244084,1,1,0,1.0,0.1
VCV002113784,5226211,57,21232,0.7,0.7,4.060443010546419,9.963311854181793,1,1,0,1.0,0.1
VCV002107655,5226086,182,21107,0.5,0.5,5.209486152841421,9.957407394525559,1,1,0,1.0,0.1
VCV002107603,5225775,493,20796,5.7,5.7,6.202535517187923,9.942564024517921,1,1,0,1.0,0.1
VCV002107559,5226340,72,21361,0.6,0.6,4.290459441148391,9.969368921649641,1,1,0,1.0,0.15
VCV002107558,5226320,52,21341,3.2,3.2,3.970291913552122,9.96843224117651,1,1,0,1.0,0.15
VCV002107209,5225990,278,21011,3.7,3.7,5.631211781821365,9.952848982073853,1,1,0,1.0,0.1
VCV002105568,5226225,43,21246,0.9,0.9,3.784189633918261,9.963970987915639,1,1,0,1.0,0.1
VCV002103997,5226262,6,21283,0.8,0.8,1.9459101490553132,9.96571089571626,1,1,0,1.0,0.1
VCV002103994,5226360,92,21381,0.9,0.9,4.532599493153256,9.970304725573445,1,1,0,1.0,0.15
VCV002103983,5226235,33,21256,0.2,0.2,3.5263605246161616,9.964441531873126,1,1,0,1.0,0.1
VCV002103192,5226920,652,21941,3.5,3.5,6.481577129276431,9.996157887377436,1,1,0,1.0,0.1
VCV002099827,5226372,104,21393,1.3,1.3,4.653960350157523,9.970865787866076,1,1,0,1.0,0.15
VCV002098228,5226843,575,21864,2.0,2.0,6.3561076606958915,9.992642463847021,1,1,0,1.0,0.1
VCV002098074,5226488,220,21509,,,5.3981627015177525,9.976273222261776,1,1,0,1.0,0.15
VCV002097042,5225815,453,20836,1.4,1.4,6.118097198041348,9.9444855315702,1,1,0,1.0,0.1
VCV002095288,5226860,592,21881,2.5,2.5,6.385194398997726,9.993419660036736,1,1,0,1.0,0.1
VCV002091561,5226154,114,21175,1.0,1.0,4.74493212836325,9.960623743906938,1,1,0,1.0,0.1
VCV002091277,5226866,598,21887,2.2,2.2,6.395261598115449,9.993693820422276,1,1,0,1.0,0.1
VCV002090941,5225810,458,20831,1.4,1.4,6.129050210060545,9.944245545008295,1,1,0,1.0,0.1
VCV002089612,5226409,141,21430,2.5,2.5,4.955827057601261,9.972593750934676,1,1,0,1.0,0.15
VCV002088054,5226781,513,21802,4.7,4.7,6.2422232654551655,9.989802853988047,1,1,0,1.0,0.895
VCV002088018,5226449,181,21470,4.1,4.1,5.204006687076795,9.974458466406707,1,1,0,1.0,0.15
VCV002088016,5226448,180,21469,,,5.198497031265826,9.974411890872826,1,1,0,1.0,0.15
VCV002087515,5225996,272,21017,0.2,0.2,5.60947179518496,9.953134492425542,1,1,0,1.0,0.1
VCV002086531,5226646,378,21667,7.3,7.3,5.937536205082426,9.98359179677779,1,1,0,1.0,0.05
VCV002086460,5225751,517,20772,0.4,0.4,6.249975242259483,9.941409345534685,1,1,0,1.0,0.1
VCV002069088,5226527,259,21548,0.5,0.5,5.560681631015528,9.97808469074291,1,1,0,1.0,0.15
VCV002062347,5226329,61,21350,0.9,0.9,4.127134385045092,9.968853855967382,1,1,0,1.0,0.15
VCV002058295,5226539,271,21560,1.1,1.1,5.605802066295998,9.978641406136552,1,1,0,1.0,0.15
VCV002053821,5226640,372,21661,5.9,5.9,5.921578419643816,9.983314852395683,1,1,0,1.0,0.05
VCV002052775,5226908,640,21929,4.4,4.4,6.46302945692067,9.995610841411933,1,1,0,1.0,0.1
VCV002048985,5226235,33,21256,0.3,0.3,3.5263605246161616,9.964441531873126,1,1,0,1.0,0.1
VCV002045808,5225685,583,20706,2.0,2.0,6.369900982828227,9.938227086340024,1,1,0,1.0,0.05
VCV002045391,5226378,110,21399,0.9,0.9,4.709530201312334,9.971146201009942,1,1,0,1.0,0.15
VCV002045067,5226894,626,21915,0.0,0.0,6.440946540632921,9.994972242658307,1,1,0,1.0,0.1
VCV002036940,5226366,98,21387,0.4,0.4,4.59511985013459,9.970585296068622,1,1,0,1.0,0.15
VCV002036691,5226258,10,21279,4.3,4.3,2.3978952727983707,9.96552294345558,1,1,0,1.0,0.1
VCV002035733,5226977,709,21998,2.4,2.4,6.565264970035361,9.998752276761909,1,1,0,1.0,0.05
VCV002035477,5225871,397,20892,0.3,0.3,5.986452005284438,9.947169453622251,1,1,0,1.0,0.1
VCV002035022,5226112,156,21133,3.2,3.2,5.056245805348308,9.958638397000977,1,1,0,1.0,0.1
VCV002034867,5226908,640,21929,5.1,5.1,6.46302945692067,9.995610841411933,1,1,0,1.0,0.1
VCV002033805,5226012,256,21033,2.5,2.5,5.54907608489522,9.953895455079973,1,1,0,1.0,0.1
VCV002032327,5225911,357,20932,0.3,0.3,5.8805329864007,9.94908214009452,1,1,0,1.0,0.1
VCV002030369,5226830,562,21851,3.3,3.3,6.333279628139691,9.992047729515608,1,1,0,1.0,0.1
VCV002027331,5226278,10,21299,0.8,0.8,2.3978952727983707,9.966462351697517,1,1,0,1.0,0.15
VCV002026415,5226071,197,21092,0.9,0.9,5.288267030694535,9.956696510867271,1,1,0,1.0,0.1
VCV002026386,5226054,214,21075,0.4,0.4,5.3706380281276624,9.955890231329176,1,1,0,1.0,0.1
VCV002026143,5226790,522,21811,0.7,0.7,6.259581464064923,9.990215556045952,1,1,0,1.0,0.9
VCV002025792,5226054,214,21075,,,5.3706380281276624,9.955890231329176,1,1,0,1.0,0.1
VCV002025778,5225961,307,20982,1.3,1.3,5.730099782973574,9.951467865054695,1,1,0,1.0,0.1
VCV002025654,5226347,79,21368,0.9,0.9,4.382026634673881,9.969696552646463,1,1,0,1.0,0.15
VCV002023608,5226102,166,21123,2.8,2.8,5.117993812416755,9.958165113826825,1,1,0,1.0,0.1
VCV002022708,5226458,190,21479,0.1,0.1,5.25227342804663,9.974877548622802,1,1,0,1.0,0.15
VCV002021501,5226453,185,21474,1.2,1.2,5.225746673713202,9.974644746852457,1,1,0,1.0,0.15
VCV002019850,5226347,79,21368,,,4.382026634673881,9.969696552646463,1,1,0,1.0,0.15
VCV002019578,5226256,12,21277,2.7,2.7,2.5649493574615367,9.96542895407631,1,1,0,1.0,0.1
VCV002018766,5226501,233,21522,,,5.455321115357702,9.97687740976418,1,1,0,1.0,0.15
VCV002017700,5226017,251,21038,1.2,1.2,5.529429087511423,9.95413313720502,1,1,0,1.0,0.1
VCV002017243,5225791,477,20812,0.1,0.1,6.169610732491456,9.943333070458252,1,1,0,1.0,0.1
VCV002016705,5226277,9,21298,0.7,0.7,2.302585092994046,9.966415402238601,1,1,0,1.0,0.15
VCV002016469,5225980,288,21001,0.8,0.8,5.666426688112432,9.95237295026594,1,1,0,1.0,0.1
VCV002014931,5226397,129,21418,,,4.867534450455582,9.972033657571142,1,1,0,1.0,0.1
VCV002010842,5225899,369,20920,5.6,5.6,5.91350300563827,9.948508718183648,1,1,0,1.0,0.1
VCV002010262,5226616,348,21637,6.5,6.5,5.855071922202427,9.98220630724752,1,1,0,1.0,0.05
VCV002009669,5226838,570,21859,11.7,11.7,6.3473892096560105,9.99241376173053,1,1,0,1.0,0.1
VCV002009601,5225904,364,20925,1.9,1.9,5.8998973535824915,9.948747683940992,1,1,0,1.0,0.1
VCV002008559,5226270,2,21291,4.3,4.3,1.0986122886681098,9.966086694292647,1,1,0,1.0,0.15
VCV002008558,5225892,376,20913,8.3,8.3,5.932245187448011,9.948174070158535,1,1,0,1.0,0.1
VCV002007540,5225825,443,20846,0.7,0.7,6.095824562432225,9.944965331982438,1,1,0,1.0,0.1
VCV002005596,5226096,172,21117,0.6,0.6,5.153291594497779,9.95788103636646,1,1,0,1.0,0.1
VCV002003523,5226909,641,21930,1.6,1.6,6.464588303689961,9.995656440007505,1,1,0,1.0,0.1
VCV002002515,5226050,218,21071,0.8,0.8,5.389071729816501,9.955700423983062,1,1,0,1.0,0.1
VCV001999798,5225634,634,20655,8.9,8.9,6.453624998892692,9.935761113086423,1,1,0,1.0,0.05
VCV001997862,5226159,109,21180,0.8,0.8,4.700480365792417,9.960859832393998,1,1,0,1.0,0.1
VCV001997666,5226494,226,21515,5.8,5.8,5.424950017481403,9.976552123393134,1,1,0,1.0,0.15
VCV001997611,5226898,630,21919,7.8,7.8,6.447305862541213,9.995154741061953,1,1,0,1.0,0.1
VCV001997274,5225711,557,20732,4.8,4.8,6.324358962381311,9.939481912759504,1,1,0,1.0,0.05
VCV001996113,5226255,13,21276,2.9,2.9,2.6390573296152584,9.965381956073719,1,1,0,1.0,0.1
VCV001996000,5225875,393,20896,7.0,7.0,5.976350909297934,9.947360886980098,1,1,0,1.0,0.1
VCV001992292,5226524,256,21545,0.2,0.2,5.54907608489522,9.977945463454137,1,1,0,1.0,0.15
VCV001991864,5226070,198,21091,0.2,0.2,5.293304824724492,9.95664910065036,1,1,0,1.0,0.1
VCV001985586,5226817,549,21838,0.6,0.6,6.309918278226516,9.991452641264772,1,1,0,1.0,0.1
VCV001983531,5226607,339,21628,8.5,8.5,5.8289456176102075,9.981790285793302,1,1,0,1.0,0.05
VCV001979288,5225454,814,20475,1.7,1.7,6.703188113240863,9.927008747577474,1,1,0,1.0,0.1
VCV001978912,5226551,283,21572,0.3,0.3,5.648974238161206,9.979197811770604,1,1,0,1.0,0.15
VCV001978635,5226790,522,21811,1.2,1.2,6.259581464064923,9.990215556045952,1,1,0,1.0,0.9
VCV001978241,5226247,21,21268,0.7,0.7,3.091042453358316,9.965005892514545,1,1,0,1.0,0.1
VCV001977229,5226565,297,21586,1.5,1.5,5.697093486505405,9.979846560634877,1,1,0,1.0,0.86
VCV001975392,5226865,597,21886,2.0,2.0,6.393590753950631,9.993648132244084,1,1,0,1.0,0.1
VCV001972497,5226278,10,21299,0.9,0.9,2.3978952727983707,9.966462351697517,1,1,0,1.0,0.15
VCV001968570,5225986,282,21007,4.4,4.4,5.645446897643238,9.952658596542577,1,1,0,1.0,0.1
VCV001965309,5225971,297,20992,0.5,0.5,5.697093486505405,9.951944327804322,1,1,0,1.0,0.1
VCV001964131,5225751,517,20772,0.4,0.4,6.249975242259483,9.941409345534685,1,1,0,1.0,0.1
VCV001962865,5225765,503,20786,1.1,1.1,6.222576268071369,9.94208307029549,1,1,0,1.0,0.1
VCV001960918,5226569,301,21590,7.7,7.7,5.71042701737487,9.980031840175913,1,1,0,1.0,0.895
VCV001945194,5226173,95,21194,1.3,1.3,4.564348191467836,9.961520583786738,1,1,0,1.0,0.1
VCV001942494,5226643,375,21664,10.4,10.4,5.929589143389895,9.98345333417401,1,1,0,1.0,0.05
VCV001930030,5226530,262,21551,1.1,1.1,5.572154032177765,9.978223898650144,1,1,0,1.0,0.15
VCV001929948,5226826,558,21847,0.2,0.2,6.326149473155099,9.99186466315354,1,1,0,1.0,0.1
VCV001922054,5226530,262,21551,1.0,1.0,5.572154032177765,9.978223898650144,1,1,0,1.0,0.15
VCV001802686,5226855,587,21876,5.5,5.5,6.376726947898627,9.993191135617908,1,1,0,1.0,0.1
VCV001770789,5226757,489,21778,10.5,10.5,6.194405391104672,9.988701481750608,1,1,0,1.0,0.685
VCV001673500,5226557,289,21578,0.0,0.0,5.66988092298052,9.979475898535465,1,1,0,1.0,0.85
VCV001673496,5225772,496,20793,1.0,1.0,6.208590026096629,9.942419762537915,1,1,0,1.0,0.1
VCV001673467,5226854,586,21875,1.1,1.1,6.375024819828097,9.993145424466663,1,1,0,1.0,0.1
VCV001673338,5226521,253,21542,3.0,3.0,5.537334267018537,9.977806216778427,1,1,0,1.0,0.15
VCV001673148,5226866,598,21887,2.0,2.0,6.395261598115449,9.993693820422276,1,1,0,1.0,0.1
VCV001672645,5225821,447,20842,0.7,0.7,6.104793232414985,9.94477343944167,1,1,0,1.0,0.1
VCV001671411,5226935,667,21956,13.0,13.0,6.504288173536645,9.996841274269336,1,1,0,1.0,0.05
VCV001670688,5226833,565,21854,0.1,0.1,6.338594078203183,9.992185007297415,1,1,0,1.0,0.1
VCV001669845,5226876,608,21897,4.8,4.8,6.411818267709897,9.99415058743337,1,1,0,1.0,0.1
VCV001669251,5226944,676,21965,12.4,12.4,6.517671272912275,9.997251082348292,1,1,0,1.0,0.95
VCV001667603,5225982,286,21003,0.5,0.5,5.659482215759621,9.95246817475775,1,1,0,1.0,0.1
VCV001667490,5226120,148,21141,0.2,0.2,5.003946305945459,9.959016862328609,1,1,0,1.0,0.1
VCV001665450,5226396,128,21417,4.7,4.7,4.859812404361672,9.97198696896082,1,1,0,1.0,0.15
VCV001663300,5226377,109,21398,0.6,0.6,4.700480365792417,9.971099470946148,1,1,0,1.0,0.15
VCV001662829,5226890,622,21911,0.2,0.2,6.434546518787453,9.994789710942914,1,1,0,1.0,0.1
VCV001662786,5226313,45,21334,0.7,0.7,3.828641396489095,9.9681041956221,1,1,0,1.0,0.15
VCV001662306,5225978,290,20999,0.3,0.3,5.673323267171493,9.95227771670556,1,1,0,1.0,0.1
VCV001662061,5226284,16,21305,0.7,0.7,2.833213344056216,9.966744002171144,1,1,0,1.0,0.15
VCV001661917,5226358,90,21379,0.4,0.4,4.51085950651685,9.970211184579036,1,1,0,1.0,0.15
VCV001661914,5225815,453,20836,1.6,1.6,6.118097198041348,9.9444855315702,1,1,0,1.0,0.1
VCV001661893,5226130,138,21151,,,4.9344739331306915,9.959489742651412,1,1,0,1.0,0.1
VCV001661837,5226872,604,21893,7.2,7.2,6.405228458030842,9.993967905664503,1,1,0,1.0,0.1
VCV001661185,5225880,388,20901,0.5,0.5,5.963579343618446,9.947600127154448,1,1,0,1.0,0.1
VCV001660582,5226076,192,21097,1.0,1.0,5.262690188904886,9.956933528241754,1,1,0,1.0,0.1
VCV001660101,5226459,191,21480,1.5,1.5,5.2574953720277815,9.974924102473977,1,1,0,1.0,0.15
VCV001659455,5226233,35,21254,1.2,1.2,3.58351893845611,9.96434744079289,1,1,0,1.0,0.1
VCV001658438,5225935,333,20956,6.7,6.7,5.811140992976701,9.950227998419942,1,1,0,1.0,0.1
VCV001657398,5226344,76,21365,1.2,1.2,4.343805421853684,9.969556152505833,1,1,0,1.0,0.15
VCV001656658,5226463,195,21484,3.6,3.6,5.278114659230517,9.975110296209095,1,1,0,1.0,0.15
VCV001656642,5226512,244,21533,0.4,0.4,5.501258210544727,9.977388360375663,1,1,0,1.0,0.15
VCV001655708,5226348,80,21369,2.8,2.8,4.394449154672439,9.969743348313193,1,1,0,1.0,0.15
VCV001655157,5226553,285,21574,0.5,0.5,5.655991810819852,9.979290515951629,1,1,0,1.0,0.15
VCV001654849,5225843,425,20864,,,6.054439346269371,9.945828393025653,1,1,0,1.0,0.1
VCV001653217,5226532,264,21553,0.1,0.1,5.579729825986222,9.978316693156778,1,1,0,1.0,0.15
VCV001651061,5225770,498,20791,0.3,0.3,6.212606095751519,9.942323576321327,1,1,0,1.0,0.1
VCV001649952,5226563,295,21584,0.9,0.9,5.69035945432406,9.979753907989577,1,1,0,1.0,0.895
VCV001649396,5226804,536,21825,4.2,4.2,6.285998094508865,9.990857198673035,1,1,0,1.0,0.5
VCV001648977,5225792,476,20813,3.3,3.3,6.1675164908883415,9.943381116197804,1,1,0,1.0,0.1
VCV001644289,5226401,133,21422,3.0,3.0,4.897839799950911,9.97222039021722,1,1,0,1.0,0.15
VCV001643392,5226468,200,21489,0.4,0.4,5.303304908059076,9.975342989636555,1,1,0,1.0,0.15
VCV001641954,5226411,143,21432,,,4.969813299576001,9.972687069337132,1,1,0,1.0,0.15
VCV001639168,5226555,287,21576,0.2,0.2,5.662960480135946,9.979383211539385,1,1,0,1.0,0.15
VCV001637547,5226382,114,21403,2.1,2.1,4.74493212836325,9.971333099431195,1,1,0,1.0,0.15
VCV001636161,5226247,21,21268,0.7,0.7,3.091042453358316,9.965005892514545,1,1,0,1.0,0.1
VCV001635143,5226944,676,21965,18.7,18.7,6.517671272912275,9.997251082348292,1,1,0,1.0,0.95
VCV001634543,5226603,335,21624,9.2,9.2,5.817111159963204,9.98160533180008,1,1,0,1.0,0.05
VCV001634371,5226227,41,21248,0.6,0.6,3.7376696182833684,9.964065114421732,1,1,0,1.0,0.1
VCV001632385,5225766,502,20787,0.9,0.9,6.220590170099739,9.942131176128333,1,1,0,1.0,0.1
VCV001630450,5225986,282,21007,5.0,5.0,5.645446897643238,9.952658596542577,1,1,0,1.0,0.1
VCV001629054,5226130,138,21151,0.4,0.4,4.9344739331306915,9.959489742651412,1,1,0,1.0,0.1
VCV001627864,5225782,486,20803,0.8,0.8,6.18826412308259,9.942900554892963,1,1,0,1.0,0.1
VCV001626697,5226429,161,21450,0.2,0.2,5.087596335232384,9.973526543316103,1,1,0,1.0,0.15
VCV001625263,5226233,35,21254,1.4,1.4,3.58351893845611,9.96434744079289,1,1,0,1.0,0.1
VCV001625041,5225971,297,20992,0.6,0.6,5.697093486505405,9.951944327804322,1,1,0,1.0,0.1
VCV001623587,5225755,513,20776,1.6,1.6,6.2422232654551655,9.941601884644786,1,1,0,1.0,0.1
VCV001623512,5225779,489,20800,1.5,1.5,6.194405391104672,9.942756341456828,1,1,0,1.0,0.1
VCV001623178,5226563,295,21584,,,5.69035945432406,9.979753907989577,1,1,0,1.0,0.895
VCV001621425,5226160,108,21181,3.5,3.5,4.6913478822291435,9.960907043403614,1,1,0,1.0,0.1
VCV001620530,5227004,736,22025,5.8,5.8,6.602587892189336,9.999978852724889,1,1,0,1.0,0.05
VCV001618173,5226379,111,21400,5.7,5.7,4.718498871295094,9.97119292889014,1,1,0,1.0,0.15
VCV001617068,5225775,493,20796,5.5,5.5,6.202535517187923,9.942564024517921,1,1,0,1.0,0.1
VCV001616943,5225837,431,20858,0.5,0.5,6.068425588244111,9.945540788767127,1,1,0,1.0,0.1
VCV001616432,5226293,25,21314,,,3.258096538021482,9.96716632919931,1,1,0,1.0,0.15
VCV001616150,5226267,1,21288,0.4,0.4,0.6931471805599453,9.96594578637574,1,1,0,1.0,0.15
VCV001615668,5226873,605,21894,9.1,9.1,6.406879986069314,9.9940135792355,1,1,0,1.0,0.1
VCV001614562,5226172,96,21193,,,4.574710978503383,9.961473401734782,1,1,0,1.0,0.1
VCV001613967,5226193,75,21214,4.5,4.5,4.330733340286331,9.962463757636426,1,1,0,1.0,0.1
VCV001613548,5226467,199,21488,0.2,0.2,5.298317366548036,9.97529645528256,1,1,0,1.0,0.15
VCV001612817,5227016,748,22037,7.2,7.2,6.618738983517219,10.000523515047723,1,1,0,1.0,0.05
VCV001612179,5226177,91,21198,,,4.5217885770490405,9.961709289736252,1,1,0,1.0,0.1
VCV001611650,5226346,78,21367,0.2,0.2,4.3694478524670215,9.969649754789797,1,1,0,1.0,0.15
VCV001611236,5225888,380,20909,6.1,6.1,5.942799375126701,9.94798279242268,1,1,0,1.0,0.1
VCV001610083,5226333,65,21354,1.2,1.2,4.189654742026425,9.969041183275566,1,1,0,1.0,0.15
VCV001609604,5226024,244,21045,0.3,0.3,5.501258210544727,9.954465797300758,1,1,0,1.0,0.1
VCV001608998,5226634,366,21655,7.3,7.3,5.905361848054571,9.983037831294137,1,1,0,1.0,0.05
VCV001608900,5226906,638,21927,0.3,0.3,6.459904454377535,9.995519637982621,1,1,0,1.0,0.1
VCV001606913,5226570,302,21591,8.7,8.7,5.713732805509369,9.980078154697841,1,1,0,1.0,0.5
VCV001606259,5225941,327,20962,2.3,2.3,5.793013608384144,9.950514257963883,1,1,0,1.0,0.1
VCV001605684,5225905,363,20926,2.9,2.9,5.8971538676367405,9.94879547024067,1,1,0,1.0,0.1
VCV001602982,5226165,103,21186,1.6,1.6,4.6443908991413725,9.96114306502429,1,1,0,1.0,0.1
VCV001602775,5226331,63,21352,0.3,0.3,4.1588830833596715,9.968947524007914,1,1,0,1.0,0.15
VCV001602127,5226829,561,21850,1.6,1.6,6.331501849893691,9.992001966066868,1,1,0,1.0,0.1
VCV001602126,5226827,559,21848,1.3,1.3,6.327936783729195,9.991910432886025,1,1,0,1.0,0.1
VCV001602125,5226822,554,21843,,,6.318968113746434,9.991681563272044,1,1,0,1.0,0.1
VCV001602124,5226818,550,21839,4.0,4.0,6.311734809152915,9.991498429858842,1,1,0,1.0,0.1
VCV001602123,5226815,547,21836,0.2,0.2,6.306275286948016,9.991361057786367,1,1,0,1.0,0.1
VCV001592636,5226187,81,21208,,,4.406719247264253,9.962180898875346,1,1,0,1.0,0.1
VCV001591892,5226568,300,21589,0.1,0.1,5.707110264748875,9.979985523508853,1,1,0,1.0,0.05
VCV001588617,5225769,499,20790,0.4,0.4,6.214608098422191,9.942275479743389,1,1,0,1.0,0.1
VCV001588348,5226000,268,21021,,,5.594711379601839,9.9533247873833,1,1,0,1.0,0.1
VCV001588286,5226217,51,21238,3.2,3.2,3.9512437185814275,9.963594393268247,1,1,0,1.0,0.1
VCV001586850,5226367,99,21388,2.4,2.4,4.605170185988092,9.970632050165458,1,1,0,1.0,0.15
VCV001585227,5226580,312,21601,11.0,11.0,5.746203190540153,9.980541181978419,1,1,0,1.0,0.05
VCV001584803,5225902,366,20923,3.7,3.7,5.905361848054571,9.948652104490503,1,1,0,1.0,0.1
VCV001584709,5225832,436,20853,0.8,0.8,6.07993319509559,9.945301055349539,1,1,0,1.0,0.1
VCV001584154,5226364,96,21385,,,4.574710978503383,9.970491781316602,1,1,0,1.0,0.15
VCV001583301,5225735,533,20756,2.1,2.1,6.280395838960195,9.94063881816692,1,1,0,1.0,0.5
VCV001581167,5226697,429,21718,8.1,8.1,6.063785208687608,9.98594273247232,1,1,0,1.0,0.05
VCV001580352,5226443,175,21464,0.2,0.2,5.170483995038151,9.97417898065866,1,1,0,1.0,0.15
VCV001579555,5226265,3,21286,0.7,0.7,1.3862943611198906,9.965851836732678,1,1,0,1.0,0.15
VCV001579049,5225869,399,20890,0.4,0.4,5.991464547107982,9.947073723199049,1,1,0,1.0,0.1
VCV001579014,5225999,269,21020,1.0,1.0,5.598421958998375,9.953277217038643,1,1,0,1.0,0.1
VCV001576566,5226541,273,21562,3.8,3.8,5.6131281063880705,9.978734161910666,1,1,0,1.0,0.15
VCV001575692,5226263,5,21284,,,1.791759469228055,9.965757878262252,1,1,0,1.0,0.15
VCV001573923,5225938,330,20959,3.2,3.2,5.802118375377063,9.950371138434978,1,1,0,1.0,0.1
VCV001572170,5226010,258,21031,2.2,2.2,5.556828061699537,9.953800366409718,1,1,0,1.0,0.1
VCV001571451,5225952,316,20973,1.1,1.1,5.75890177387728,9.951038854394351,1,1,0,1.0,0.1
VCV001569465,5226175,93,21196,,,4.543294782270004,9.961614941212737,1,1,0,1.0,0.1
VCV001568873,5226995,727,22016,4.3,4.3,6.590301048196686,9.999570161213173,1,1,0,1.0,0.05
VCV001566948,5226187,81,21208,0.6,0.6,4.406719247264253,9.962180898875346,1,1,0,1.0,0.1
VCV001565147,5226007,261,21028,2.5,2.5,5.568344503761097,9.953657716448705,1,1,0,1.0,0.1
VCV001565090,5226399,131,21420,0.1,0.1,4.882801922586371,9.972127028252816,1,1,0,1.0,0.15
VCV001564030,5225783,485,20804,4.9,4.9,6.186208623900494,9.942948621417042,1,1,0,1.0,0.1
VCV001563749,5225881,387,20902,,,5.961005339623274,9.947647968321782,1,1,0,1.0,0.1
VCV001563014,5225919,349,20940,3.0,3.0,5.857933154483459,9.949464238776152,1,1,0,1.0,0.1
VCV001562797,5226390,122,21411,0.5,0.5,4.812184355372417,9.971706791513272,1,1,0,1.0,0.15
