ClinVar_ID,Position_GRCh38,Category,label,is_pearl,ssim,lssim,delta_ssim,delta_lssim,delta_insulation,loop_integrity,struct_disruption_ratio,vep_score,sift_score,cadd_phred,dist_to_lcr,dist_to_nearest_enhancer,dist_to_nearest_ctcf,dist_to_tss,in_hbb_gene,log_dist_lcr,log_dist_enhancer,log_dist_ctcf,log_dist_tss,cat_missense,cat_nonsense,cat_splice,cat_frameshift,cat_synonymous,cat_3_prime_UTR,cat_5_prime_UTR,cat_promoter,cat_other,cat_non_coding
VCV000798416,5225943,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0144,0.0,5.5384,0.1,-1.0,0.1,49857,325,20964,325,1,4.6977,2.5132,4.3215,2.5132,0,0,0,0,0,0,0,0,1,0
VCV001536330,5225945,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.9,49855,323,20966,323,1,4.6977,2.5105,4.3215,2.5105,0,0,0,0,0,0,0,0,1,0
VCV001556960,5225946,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0145,0.0,5.5384,0.1,-1.0,0.2,49854,322,20967,322,1,4.6977,2.5092,4.3216,2.5092,0,0,0,0,0,0,0,0,1,0
VCV002754240,5225948,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,2.3,49852,320,20969,320,1,4.6977,2.5065,4.3216,2.5065,0,0,0,0,0,0,0,0,1,0
VCV001141382,5225949,intronic,0,0,0.9988,0.9929,0.0012,0.0071,0.0134,0.0,5.9166,0.1,-1.0,4.1,49851,319,20970,319,1,4.6977,2.5051,4.3216,2.5051,0,0,0,0,0,0,0,0,1,0
VCV001152502,5225950,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0144,0.0,5.3846,0.1,-1.0,5.4,49850,318,20971,318,1,4.6977,2.5038,4.3216,2.5038,0,0,0,0,0,0,0,0,1,0
VCV001571451,5225952,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,1.1,49848,316,20973,316,1,4.6977,2.5011,4.3217,2.5011,0,0,0,0,0,0,0,0,1,0
VCV001112986,5225955,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,4.5,49845,313,20976,313,1,4.6976,2.4969,4.3217,2.4969,0,0,0,0,0,0,0,0,1,0
VCV002025778,5225961,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,1.3,49839,307,20982,307,1,4.6976,2.4886,4.3219,2.4886,0,0,0,0,0,0,0,0,1,0
VCV001140992,5225965,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.1,49835,303,20986,303,1,4.6975,2.4829,4.322,2.4829,0,0,0,0,0,0,0,0,1,0
VCV001091288,5225970,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0142,0.0,5.3077,0.1,-1.0,1.9,49830,298,20991,298,1,4.6975,2.4757,4.3221,2.4757,0,0,0,0,0,0,0,0,1,0
VCV001965309,5225971,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,0.5,49829,297,20992,297,1,4.6975,2.4742,4.3221,2.4742,0,0,0,0,0,0,0,0,1,0
VCV001625041,5225971,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,0.6,49829,297,20992,297,1,4.6975,2.4742,4.3221,2.4742,0,0,0,0,0,0,0,0,1,0
VCV000793871,5225972,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0135,0.0,5.6666,0.1,-1.0,2.2,49828,296,20993,296,1,4.6975,2.4728,4.3221,2.4728,0,0,0,0,0,0,0,0,1,0
VCV002833520,5225974,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,2.4,49826,294,20995,294,1,4.6975,2.4698,4.3221,2.4698,0,0,0,0,0,0,0,0,1,0
VCV001153305,5225975,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.1,49825,293,20996,293,1,4.6975,2.4683,4.3222,2.4683,0,0,0,0,0,0,0,0,1,0
VCV001662306,5225978,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.3,49822,290,20999,290,1,4.6974,2.4639,4.3222,2.4639,0,0,0,0,0,0,0,0,1,0
VCV002016469,5225980,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,0.8,49820,288,21001,288,1,4.6974,2.4609,4.3223,2.4609,0,0,0,0,0,0,0,0,1,0
VCV001667603,5225982,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,0.5,49818,286,21003,286,1,4.6974,2.4579,4.3223,2.4579,0,0,0,0,0,0,0,0,1,0
VCV001136434,5225984,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,0.1,49816,284,21005,284,1,4.6974,2.4548,4.3223,2.4548,0,0,0,0,0,0,0,0,1,0
VCV003019267,5225985,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.014,0.0,5.3077,0.1,-1.0,4.8,49815,283,21006,283,1,4.6974,2.4533,4.3224,2.4533,0,0,0,0,0,0,0,0,1,0
VCV001968570,5225986,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0139,0.0,5.2307,0.1,-1.0,4.4,49814,282,21007,282,1,4.6974,2.4518,4.3224,2.4518,0,0,0,0,0,0,0,0,1,0
VCV001630450,5225986,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0139,0.0,5.2307,0.1,-1.0,5.0,49814,282,21007,282,1,4.6974,2.4518,4.3224,2.4518,0,0,0,0,0,0,0,0,1,0
VCV001095434,5225987,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,0.4,49813,281,21008,281,1,4.6974,2.4502,4.3224,2.4502,0,0,0,0,0,0,0,0,1,0
VCV001542738,5225988,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,0.2,49812,280,21009,280,1,4.6973,2.4487,4.3224,2.4487,0,0,0,0,0,0,0,0,1,0
VCV002107209,5225990,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,3.7,49810,278,21011,278,1,4.6973,2.4456,4.3225,2.4456,0,0,0,0,0,0,0,0,1,0
VCV001095205,5225991,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,0.2,49809,277,21012,277,1,4.6973,2.444,4.3225,2.444,0,0,0,0,0,0,0,0,1,0
VCV002744953,5225995,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,1.9,49805,273,21016,273,1,4.6973,2.4378,4.3226,2.4378,0,0,0,0,0,0,0,0,1,0
VCV002087515,5225996,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,0.2,49804,272,21017,272,1,4.6973,2.4362,4.3226,2.4362,0,0,0,0,0,0,0,0,1,0
VCV000869238,5225998,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,0.5,49802,270,21019,270,1,4.6973,2.433,4.3226,2.433,0,0,0,0,0,0,0,0,1,0
VCV000795281,5225998,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,0.5,49802,270,21019,270,1,4.6973,2.433,4.3226,2.433,0,0,0,0,0,0,0,0,1,0
VCV001579014,5225999,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,1.0,49801,269,21020,269,1,4.6972,2.4314,4.3227,2.4314,0,0,0,0,0,0,0,0,1,0
VCV001588348,5226000,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0137,0.0,5.6666,0.1,-1.0,-1.0,49800,268,21021,268,1,4.6972,2.4298,4.3227,2.4298,0,0,0,0,0,0,0,0,1,0
VCV001155055,5226004,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.1,-1.0,2.3,49796,264,21025,264,1,4.6972,2.4232,4.3228,2.4232,0,0,0,0,0,0,0,0,1,0
VCV004692970,5226005,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.5,49795,263,21026,263,1,4.6972,2.4216,4.3228,2.4216,0,0,0,0,0,0,0,0,1,0
VCV001565147,5226007,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,2.5,49793,261,21028,261,1,4.6972,2.4183,4.3228,2.4183,0,0,0,0,0,0,0,0,1,0
VCV001128010,5226008,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.8,49792,260,21029,260,1,4.6972,2.4166,4.3228,2.4166,0,0,0,0,0,0,0,0,1,0
VCV002862258,5226010,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,2.7,49790,258,21031,258,1,4.6972,2.4133,4.3229,2.4133,0,0,0,0,0,0,0,0,1,0
VCV001572170,5226010,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,2.2,49790,258,21031,258,1,4.6972,2.4133,4.3229,2.4133,0,0,0,0,0,0,0,0,1,0
VCV002033805,5226012,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,2.5,49788,256,21033,256,1,4.6971,2.4099,4.3229,2.4099,0,0,0,0,0,0,0,0,1,0
VCV001148975,5226016,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.8,49784,252,21037,252,1,4.6971,2.4031,4.323,2.4031,0,0,0,0,0,0,0,0,1,0
VCV002017700,5226017,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0138,0.0,5.3077,0.1,-1.0,1.2,49783,251,21038,251,1,4.6971,2.4014,4.323,2.4014,0,0,0,0,0,0,0,0,1,0
VCV000763410,5226018,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,-1.0,49782,250,21039,250,1,4.6971,2.3997,4.323,2.3997,0,0,0,0,0,0,0,0,1,0
VCV000764715,5226021,intronic,0,0,0.9987,0.9927,0.0013,0.0073,0.0143,0.0,5.6153,0.1,-1.0,0.1,49779,247,21042,247,1,4.6971,2.3945,4.3231,2.3945,0,0,0,0,0,0,0,0,1,0
VCV001609604,5226024,intronic,0,0,0.9986,0.9928,0.0014,0.0072,0.0148,0.0,5.1428,0.1,-1.0,0.3,49776,244,21045,244,1,4.697,2.3892,4.3232,2.3892,0,0,0,0,0,0,0,0,1,0
VCV001126664,5226030,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,4.7,49770,238,21051,238,1,4.697,2.3784,4.3233,2.3784,0,0,0,0,0,0,0,0,1,0
VCV002852384,5226034,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.9,49766,234,21055,234,1,4.6969,2.3711,4.3234,2.3711,0,0,0,0,0,0,0,0,1,0
VCV002131711,5226034,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.7,49766,234,21055,234,1,4.6969,2.3711,4.3234,2.3711,0,0,0,0,0,0,0,0,1,0
VCV002702236,5226035,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0133,0.0,5.75,0.1,-1.0,0.5,49765,233,21056,233,1,4.6969,2.3692,4.3234,2.3692,0,0,0,0,0,0,0,0,1,0
VCV002849928,5226040,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,-1.0,49760,228,21061,228,1,4.6969,2.3598,4.3235,2.3598,0,0,0,0,0,0,0,0,1,0
VCV001090894,5226041,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,-1.0,49759,227,21062,227,1,4.6969,2.3579,4.3235,2.3579,0,0,0,0,0,0,0,0,1,0
VCV002002515,5226050,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.8,49750,218,21071,218,1,4.6968,2.3404,4.3237,2.3404,0,0,0,0,0,0,0,0,1,0
VCV001135885,5226051,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0144,0.0,5.3077,0.1,-1.0,1.5,49749,217,21072,217,1,4.6968,2.3385,4.3237,2.3385,0,0,0,0,0,0,0,0,1,0
VCV002026386,5226054,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,0.4,49746,214,21075,214,1,4.6968,2.3324,4.3238,2.3324,0,0,0,0,0,0,0,0,1,0
VCV002025792,5226054,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,-1.0,49746,214,21075,214,1,4.6968,2.3324,4.3238,2.3324,0,0,0,0,0,0,0,0,1,0
VCV001134251,5226058,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.1,49742,210,21079,210,1,4.6967,2.3243,4.3239,2.3243,0,0,0,0,0,0,0,0,1,0
VCV002747568,5226061,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.4,49739,207,21082,207,1,4.6967,2.3181,4.3239,2.3181,0,0,0,0,0,0,0,0,1,0
VCV001126324,5226061,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.5,49739,207,21082,207,1,4.6967,2.3181,4.3239,2.3181,0,0,0,0,0,0,0,0,1,0
VCV001092862,5226063,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0145,0.0,5.3846,0.1,-1.0,1.1,49737,205,21084,205,1,4.6967,2.3139,4.324,2.3139,0,0,0,0,0,0,0,0,1,0
VCV001143473,5226065,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.1,49735,203,21086,203,1,4.6967,2.3096,4.324,2.3096,0,0,0,0,0,0,0,0,1,0
VCV000796407,5226067,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.0,49733,201,21088,201,1,4.6967,2.3054,4.3241,2.3054,0,0,0,0,0,0,0,0,1,0
VCV001991864,5226070,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,0.2,49730,198,21091,198,1,4.6966,2.2989,4.3241,2.2989,0,0,0,0,0,0,0,0,1,0
VCV002026415,5226071,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.9,49729,197,21092,197,1,4.6966,2.2967,4.3241,2.2967,0,0,0,0,0,0,0,0,1,0
VCV002813160,5226072,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0138,0.0,5.75,0.1,-1.0,0.0,49728,196,21093,196,1,4.6966,2.2945,4.3242,2.2945,0,0,0,0,0,0,0,0,1,0
VCV001156511,5226073,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0138,0.0,5.5384,0.1,-1.0,0.0,49727,195,21094,195,1,4.6966,2.2923,4.3242,2.2923,0,0,0,0,0,0,0,0,1,0
VCV002755775,5226074,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.3,49726,194,21095,194,1,4.6966,2.29,4.3242,2.29,0,0,0,0,0,0,0,0,1,0
VCV001660582,5226076,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0135,0.0,5.8333,0.1,-1.0,1.0,49724,192,21097,192,1,4.6966,2.2856,4.3242,2.2856,0,0,0,0,0,0,0,0,1,0
VCV001089575,5226082,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,3.7,49718,186,21103,186,1,4.6965,2.2718,4.3244,2.2718,0,0,0,0,0,0,0,0,1,0
VCV002876382,5226083,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,4.5,49717,185,21104,185,1,4.6965,2.2695,4.3244,2.2695,0,0,0,0,0,0,0,0,1,0
VCV001143356,5226084,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0138,0.0,5.6666,0.1,-1.0,2.2,49716,184,21105,184,1,4.6965,2.2672,4.3244,2.2672,0,0,0,0,0,0,0,0,1,0
VCV001159671,5226085,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0138,0.0,5.3077,0.1,-1.0,0.9,49715,183,21106,183,1,4.6965,2.2648,4.3244,2.2648,0,0,0,0,0,0,0,0,1,0
VCV002107655,5226086,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.5,49714,182,21107,182,1,4.6965,2.2625,4.3244,2.2625,0,0,0,0,0,0,0,0,1,0
VCV002802367,5226087,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0138,0.0,5.2307,0.1,-1.0,0.9,49713,181,21108,181,1,4.6965,2.2601,4.3245,2.2601,0,0,0,0,0,0,0,0,1,0
VCV001077506,5226087,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0138,0.0,5.2307,0.1,-1.0,0.7,49713,181,21108,181,1,4.6965,2.2601,4.3245,2.2601,0,0,0,0,0,0,0,0,1,0
VCV001116346,5226088,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,4.6,49712,180,21109,180,1,4.6965,2.2577,4.3245,2.2577,0,0,0,0,0,0,0,0,1,0
VCV001160210,5226089,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0137,0.0,5.6666,0.1,-1.0,4.9,49711,179,21110,179,1,4.6965,2.2553,4.3245,2.2553,0,0,0,0,0,0,0,0,1,0
VCV002789363,5226091,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.014,0.0,5.3077,0.1,-1.0,1.0,49709,177,21112,177,1,4.6964,2.2504,4.3245,2.2504,0,0,0,0,0,0,0,0,1,0
VCV001559725,5226092,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,1.6,49708,176,21113,176,1,4.6964,2.248,4.3246,2.248,0,0,0,0,0,0,0,0,1,0
VCV000766475,5226094,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.1,-1.0,0.9,49706,174,21115,174,1,4.6964,2.243,4.3246,2.243,0,0,0,0,0,0,0,0,1,0
VCV000830005,5226095,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.6,49705,173,21116,173,1,4.6964,2.2405,4.3246,2.2405,0,0,0,0,0,0,0,0,1,0
VCV002005596,5226096,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0134,0.0,5.75,0.1,-1.0,0.6,49704,172,21117,172,1,4.6964,2.238,4.3247,2.238,0,0,0,0,0,0,0,0,1,0
VCV001090479,5226096,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0134,0.0,5.75,0.1,-1.0,0.7,49704,172,21117,172,1,4.6964,2.238,4.3247,2.238,0,0,0,0,0,0,0,0,1,0
VCV003693356,5226098,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,2.1,49702,170,21119,170,1,4.6964,2.233,4.3247,2.233,0,0,0,0,0,0,0,0,1,0
VCV002698601,5226102,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.1,-1.0,2.3,49698,166,21123,166,1,4.6963,2.2227,4.3248,2.2227,0,0,0,0,0,0,0,0,1,0
VCV002023608,5226102,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.1,-1.0,2.8,49698,166,21123,166,1,4.6963,2.2227,4.3248,2.2227,0,0,0,0,0,0,0,0,1,0
VCV001153781,5226104,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0136,0.0,5.6666,0.1,-1.0,2.8,49696,164,21125,164,1,4.6963,2.2175,4.3248,2.2175,0,0,0,0,0,0,0,0,1,0
VCV001132923,5226105,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.7,49695,163,21126,163,1,4.6963,2.2148,4.3248,2.2148,0,0,0,0,0,0,0,0,1,0
VCV000774507,5226107,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,1.0,49693,161,21128,161,1,4.6963,2.2095,4.3249,2.2095,0,0,0,0,0,0,0,0,1,0
VCV001105735,5226109,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,1.6,49691,159,21130,159,1,4.6963,2.2041,4.3249,2.2041,0,0,0,0,0,0,0,0,1,0
VCV002035022,5226112,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,3.2,49688,156,21133,156,1,4.6963,2.1959,4.325,2.1959,0,0,0,0,0,0,0,0,1,0
VCV001117654,5226112,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,3.9,49688,156,21133,156,1,4.6963,2.1959,4.325,2.1959,0,0,0,0,0,0,0,0,1,0
VCV001134790,5226113,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0138,0.0,5.2307,0.1,-1.0,0.8,49687,155,21134,155,1,4.6963,2.1931,4.325,2.1931,0,0,0,0,0,0,0,0,1,0
VCV001100205,5226113,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0138,0.0,5.2307,0.1,-1.0,1.0,49687,155,21134,155,1,4.6963,2.1931,4.325,2.1931,0,0,0,0,0,0,0,0,1,0
VCV002818393,5226115,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0139,0.0,5.2307,0.1,-1.0,0.5,49685,153,21136,153,1,4.6962,2.1875,4.325,2.1875,0,0,0,0,0,0,0,0,1,0
VCV001094558,5226115,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0139,0.0,5.2307,0.1,-1.0,0.6,49685,153,21136,153,1,4.6962,2.1875,4.325,2.1875,0,0,0,0,0,0,0,0,1,0
VCV002760823,5226116,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,1.6,49684,152,21137,152,1,4.6962,2.1847,4.3251,2.1847,0,0,0,0,0,0,0,0,1,0
VCV002826978,5226118,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.5,49682,150,21139,150,1,4.6962,2.179,4.3251,2.179,0,0,0,0,0,0,0,0,1,0
VCV002121900,5226119,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,1.1,49681,149,21140,149,1,4.6962,2.1761,4.3251,2.1761,0,0,0,0,0,0,0,0,1,0
VCV002823108,5226120,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.014,0.0,5.3077,0.1,-1.0,0.2,49680,148,21141,148,1,4.6962,2.1732,4.3251,2.1732,0,0,0,0,0,0,0,0,1,0
VCV001667490,5226120,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.014,0.0,5.3077,0.1,-1.0,0.2,49680,148,21141,148,1,4.6962,2.1732,4.3251,2.1732,0,0,0,0,0,0,0,0,1,0
VCV001118139,5226123,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,1.0,49677,145,21144,145,1,4.6962,2.1644,4.3252,2.1644,0,0,0,0,0,0,0,0,1,0
VCV001137193,5226126,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0144,0.0,5.3846,0.1,-1.0,1.2,49674,142,21147,142,1,4.6961,2.1553,4.3253,2.1553,0,0,0,0,0,0,0,0,1,0
VCV001095187,5226126,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0144,0.0,5.3846,0.1,-1.0,1.0,49674,142,21147,142,1,4.6961,2.1553,4.3253,2.1553,0,0,0,0,0,0,0,0,1,0
VCV001661893,5226130,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,-1.0,49670,138,21151,138,1,4.6961,2.143,4.3254,2.143,0,0,0,0,0,0,0,0,1,0
VCV001629054,5226130,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,0.4,49670,138,21151,138,1,4.6961,2.143,4.3254,2.143,0,0,0,0,0,0,0,0,1,0
VCV001084273,5226131,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.3,49669,137,21152,137,1,4.6961,2.1399,4.3254,2.1399,0,0,0,0,0,0,0,0,1,0
VCV001077226,5226131,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.3,49669,137,21152,137,1,4.6961,2.1399,4.3254,2.1399,0,0,0,0,0,0,0,0,1,0
VCV001149802,5226133,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,0.8,49667,135,21154,135,1,4.6961,2.1335,4.3254,2.1335,0,0,0,0,0,0,0,0,1,0
VCV001553467,5226136,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0137,0.0,5.4615,0.1,-1.0,0.4,49664,132,21157,132,1,4.6961,2.1239,4.3255,2.1239,0,0,0,0,0,0,0,0,1,0
VCV002757119,5226137,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,0.8,49663,131,21158,131,1,4.696,2.1206,4.3255,2.1206,0,0,0,0,0,0,0,0,1,0
VCV001145451,5226137,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,0.8,49663,131,21158,131,1,4.696,2.1206,4.3255,2.1206,0,0,0,0,0,0,0,0,1,0
VCV002955337,5226138,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,1.6,49662,130,21159,130,1,4.696,2.1173,4.3255,2.1173,0,0,0,0,0,0,0,0,1,0
VCV001157996,5226141,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,1.8,49659,127,21162,127,1,4.696,2.1072,4.3256,2.1072,0,0,0,0,0,0,0,0,1,0
VCV002697598,5226143,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,0.4,49657,125,21164,125,1,4.696,2.1004,4.3256,2.1004,0,0,0,0,0,0,0,0,1,0
VCV001131950,5226143,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,0.5,49657,125,21164,125,1,4.696,2.1004,4.3256,2.1004,0,0,0,0,0,0,0,0,1,0
VCV001104842,5226144,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0137,0.0,5.75,0.1,-1.0,2.3,49656,124,21165,124,1,4.696,2.0969,4.3256,2.0969,0,0,0,0,0,0,0,0,1,0
VCV004734723,5226146,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0136,0.0,5.3846,0.1,-1.0,1.8,49654,122,21167,122,1,4.696,2.0899,4.3257,2.0899,0,0,0,0,0,0,0,0,1,0
